Selección,Fuente,URL,Image_url,Titulo,Descripcion,Tiempo de preparación,Tipo de comida,Categoria,PDF_URL,Ingrediente_1,Cantidad_1,Tipo_1,Ingrediente_2,Cantidad_2,Tipo_2,Ingrediente_3,Cantidad_3,Tipo_3,Ingrediente_4,Cantidad_4,Tipo_4,Ingrediente_5,Cantidad_5,Tipo_5,Ingrediente_6,Cantidad_6,Tipo_6,Ingrediente_7,Cantidad_7,Tipo_7,Ingrediente_8,Cantidad_8,Tipo_8,Ingrediente_9,Cantidad_9,Tipo_9,Ingrediente_10,Cantidad_10,Tipo_10,Ingrediente_11,Cantidad_11,Tipo_11,Ingrediente_12,Cantidad_12,Tipo_12,Valor energético (kJ),Valor energético (kcal),Grasas,de las cuales saturadas,Carbohidratos,de los cuales azúcares,Fibra,Proteínas,Paso 1,Paso 2,Paso 3,Paso 4,Paso 5,Paso 6
TRUE,Penaparda,,https://images.pexels.com/photos/1527603/pexels-photo-1527603.jpeg,Ensalada de Pollo Gourmet,con Lechuga Tomate y Cebolla Roja,25 minutos,Cena,Ensaladas,,Pechuga de pollo,200 gramo,Carnicería,Lechuga,100 gramo,Vegetales y Legumbres,Tomate,1 unidad,Vegetales y Legumbres,Cebolla roja,0.5 unidad,Vegetales y Legumbres,Vinagre de vino tinto,1 cucharada,Salsas y Aderezos,Mostaza,1 cucharadita,Condimentos y Especias,Miel,1 cucharada,Condimentos y Especias,,,,,,,,,,,,,,,,900 kJ,215 kcal,12 g,2 g,25 g,8 g,6 g,4 g,Cocina la pechuga de pollo a la plancha y córtala en tiras,Lava y corta la lechuga y el tomate,Corta la cebolla roja en aros finos,"En una ensaladera, mezcla la lechuga, el tomate, la cebolla y el pollo","En un bol pequeño, mezcla el aceite de oliva, el vinagre, la mostaza, la miel, la sal y la pimienta",Añade el aliño a la ensalada y mezcla bien antes de servir
TRUE,Penaparda,,https://images.pexels.com/photos/539451/pexels-photo-539451.jpeg,Crema de Verduras ,con picatostes,40 minutos,Cena,Sopas y Cremas,,Calabacín,2 unidad,Vegetales y Legumbres,Puerro,0.5 unidad,Vegetales y Legumbres,Zanahoria,3 unidad,Vegetales y Legumbres,Patatas,300 gramo,Vegetales y Legumbres,Cebolla,1 unidad,Vegetales y Legumbres,Ajo,2 unidad,Vegetales y Legumbres,Calabacín,1 unidad,Vegetales y Legumbres,Caldo de verduras,500 mililitro,Líquidos y Caldos,Nata líquida,50 mililitro,"Lácteos, Huevos y Derivados",Perejil,0.5 unidad,Condimentos y Especias,,,,,,,900 kJ,215 kcal,12 g,2 g,25 g,8 g,6 g,4 g,"Pela y corta las Zanahoria, las Patatas, el apio, la cebolla y el calabacín en trozos",Pica finamente el ajo,"En una olla grande, calienta el aceite de oliva y sofríe la cebolla y el ajo hasta que estén dorados","Añade las Zanahoria, las Patatas, el apio y el calabacín a la olla",Vierte el caldo de verduras y lleva a ebullición,Cocina a fuego lento durante 20-25 minutos o hasta que las verduras estén tiernas
TRUE,Penaparda,,https://images.unsplash.com/photo-1525351484163-7529414344d8?q=80&w=1010,Calamares a la plancha,con rúcula y tomate,30 minutos,Comida,Pescados,,Calamares,400 gramo,Pescadería,Rúcula,100 gramo,Vegetales y Legumbres,Tomate,2 unidad,Vegetales y Legumbres,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 kJ,215 kcal,10 g,2 g,10 g,5 g,3 g,20 g,Limpia los calamares y córtalos en anillas,Sazona los calamares con sal y pimienta,Cocina los calamares a la plancha con un poco de aceite de oliva hasta que estén dorados y cocidos,Lava y corta los tomates en gajos,Lava la rúcula y colócala en un bol,"Mezcla los tomates con la rúcula. Aliña con aceite de oliva, vinagre, sal y pimienta al gusto"
TRUE,Come&Sana,,https://images.pexels.com/photos/2338407/pexels-photo-2338407.jpeg,Merluza al vapor con brécol ,zanahoria y patata,30 minutos,Cena,Pescados,,Merluza,400 gramo,Pescadería,Brécol,200 gramo,Vegetales y Legumbres,Zanahoria,2 unidad,Vegetales y Legumbres,Patata,2 unidad,Vegetales y Legumbres,Aceite de oliva,2 cucharada,Salsas y Aderezos,Sal,1 pizca,Condimentos y Especias,Pimienta,1 pizca,Condimentos y Especias,,,,,,,,,,,,,,,,950 kJ,227 kcal,5 g,1 g,30 g,5 g,8 g,20 g,"Pela y corta las patatas en rodajas gruesas, y las zanahorias en bastones",Lava y corta el brécol en ramilletes pequeños,"Coloca las patatas, zanahorias y brécol en una vaporera",Cocina al vapor durante 15-20 minutos hasta que las verduras estén tiernas,"Mientras tanto, sazona la merluza con sal y pimienta",Coloca la merluza en la vaporera durante los últimos 10 minutos de cocción de las verduras. Sirve la merluza con las verduras al vapor y aliña con un chorrito de aceite de oliva
TRUE,Come&Sana,,https://images.pexels.com/photos/1213710/pexels-photo-1213710.jpeg,Revuelto de trigueros ,con gambas,20 minutos,Cena,Pescados,,Trigueros,200 gramo,Vegetales y Legumbres,Gambas,200 gramo,Pescadería,Huevos,2 unidad,Lácteos y Derivados,,,,,,,,,,,,,,,,,,,,,,,,,,,,950 kJ,227 kcal,15 g,3 g,5 g,2 g,3 g,20 g,Lava y corta los espárragos trigueros en trozos pequeños,Pela y limpia las gambas,"En una sartén grande, calienta aceite de oliva y saltea los espárragos durante 5-7 minutos",Añade las gambas y cocina hasta que estén rosadas y cocidas,Bate los huevos en un bol y salpimienta al gusto,"Vierte los huevos batidos en la sartén con los espárragos y gambas. Cocina a fuego medio, removiendo constantemente, hasta que los huevos estén cuajados"
TRUE,DivinaCocina,https://www.divinacocina.es/pollo-salteado-con-champinones/,https://images.unsplash.com/photo-1488477181946-6428a0291777?q=80&w=1011,Pollo salteado,con champiñones,30 minutos,Comida,Carnes,,Pechuga de pollo,200 gramo,Carnicería,Champiñones,200 gramo,Vegetales y Legumbres,Ajo,2 unidad,Vegetales y Legumbres,Perejil,1 cucharadita,Condimentos y Especias,Pimienta,1 cucharadita,Condimentos y Especias,,,,,,,,,,,,,,,,,,,,,,1200 kJ,287 kcal,12 g,3 g,6 g,2 g,3 g,40 g,"Troceamos el pollo en tiras más o menos gruesas, o en dados, según tu gusto. Lo salpimentamos.",En una sartén al fuego ponemos un fondo de aceite con la hoja de laurel. Añadimos el ajo fileteado y cuando empiece a tomar color ponemos el pollo y subimos un poco el fuego. Vamos removiendo para que el pollo se suelte y se vaya dorando por igual.,Cuando tome color ponemos los champiñones y seguimos removiendo un par de minutos. Servimos el pollo salteado con champiñones al momento con el perejil picado.,Si quieres que el plato tenga más salsa puedes rehogar un cuarto de cebolla junto con los ajos y añadir un chorrito de vino junto con los champiñones. En cuanto se evapore el alcohol retiras y puedes servir.,,
TRUE,DivinaCocina,https://www.divinacocina.es/guisantes-estofados/,https://images.pexels.com/photos/6941026/pexels-photo-6941026.jpeg,Guisantes estofados,con huevo,31 minutos,Comida,Legumbres,,Guisantes,400 gramo,Vegetales y Legumbres,Harina,1 cucharadita,Cereales y Derivados,Cebolla,1 unidad,Vegetales y Legumbres,Ajo,3 unidad,Vegetales y Legumbres,Vino blanco,1 vaso,Salsas y Aderezos,Mantequilla,1 cucharadita,"Lácteos, Huevos y Derivados",Aceite de oliva,1 cucharadita,Aceites,Jamón picado,75 gramo,Carnicería,,,,,,,,,,,,,1050 kJ,250 kcal,10 g,2 g,20 g,5 g,7 g,14 g,"Rehogamos la cebolla y ajos picados en aceite sin que se quemen. Añadimos el jamón, laurel y la harina, damos unas vueltas y ponemos el vino.","Dejamos evaporar el alcohol, removiendo, e incorporamos los guisantes y agua que los cubra, y la sal o pastilla de caldo.","Dejamos hacer hasta que estén tiernos, añadiendo a media cocción el perejil picado. Si usas guisantes congelados, el guiso debe estar listo en unos 15 minutos. Para guisantes frescos, depende del producto, pero puede tardar hasta una media hora.","Para servir los guisantes estofados podemos cuajarles un huevo (como en la foto), o servirlos como una perfecta guarnición de salchichas, huevos fritos y carnes a la plancha.",,
TRUE,DivinaCocina,https://www.divinacocina.es/champinones-rellenos/,https://images.pexels.com/photos/1527603/pexels-photo-1527603.jpeg,Champiñones rellenos,de gambas y jamón,32 minutos,Comida,Legumbres,,Champiñones,12 unidad,Vegetales y Legumbres,Langostinos,12 unidad,Pescadería,Cebolla,1 unidad,Vegetales y Legumbres,Pimiento rojo,1/4 unidad,Vegetales y Legumbres,Harina,1 cucharadita,Cereales y Derivados,Mantequilla,1 cucharadita,"Lácteos, Huevos y Derivados",Leche,100,Líquidos y Caldos,,,,,,,,,,,,,,,,920 kJ,220 kcal,8 g,2 g,5 g,2 g,2 g,25 g,,,,,,
TRUE,Penaparda,,https://images.pexels.com/photos/539451/pexels-photo-539451.jpeg,Colacao con tostadas,de aceite y miel,10 minutos,Desayuno,Desayuno,,Colacao,400 mL,Otras Categorías,Aceite de oliva,20 gramo,Aceites,Miel,2 cucharadita,Condimentos y Especias,Hogaza de chía quinoa,2 rebanada,Cereales y Derivados,,,,,,,,,,,,,,,,,,,,,,,,,1500 kJ,358 kcal,11 g,2 g,55 g,20 g,4 g,6 g,Hacemos el colacao,Tostamos la rebanada de hogaza,Añadimos el aceite y la miel,Si quieres que el plato tenga más salsa puedes rehogar un cuarto de cebolla junto con los ajos y añadir un chorrito de vino junto con los champiñones. En cuanto se evapore el alcohol retiras y puedes servir.,,
TRUE,Penaparda,,https://images.unsplash.com/photo-1525351484163-7529414344d8?q=80&w=1011,Café con tostadas,de mantequilla y mermelada,10 minutos,Desayuno,Desayuno,,Café,400 mL,Cafés e infusiones,Mantequilla,20 gramo,"Lácteos, Huevos y Derivados",Mermelada de arándanos,2 cucharadita,Confituras,Hogaza de chía quinoa,2 rebanada,Cereales y Derivados,,,,,,,,,,,,,,,,,,,,,,,,,1400 kJ,334 kcal,15 g,5 g,45 g,22 g,3 g,4 g,Hacemos el café con leche,Tostamos la rebanada de hogaza,Añadimos la mantequilla y la mermelada,,,
TRUE,Penaparda,,https://images.pexels.com/photos/2338407/pexels-photo-2338407.jpeg,Desayuno Penaparda ,"con fruta, frutos secos, zumo, café y fiambre",15 minutos,Desayuno,Desayuno,,Zumo de naranja,400 mL,Frutas,Café,400 ml,Cafés e infusiones,Avellanas,40 gramo,Frutos Secos,Nueces,40 gramo,Frutos Secos,Hogaza de chía quinoa,2 rebanada,Cereales y Derivados,Jamón cocido,80 gramo,Charcutería,,,,,,,,,,,,,,,,,,,1800 kJ,430 kcal,18 g,4 g,40 g,25 g,6 g,20 g,Hacemos el café con leche,Tostamos la rebanada de hogaza,Hacemos el zumo,"Ponemos la mesa con el café, los frutos secos, el zumo y la rebanada de hogaza con el jamón encima",,
TRUE,Penaparda,,https://images.pexels.com/photos/1213710/pexels-photo-1213710.jpeg,Snack Casa Datrás, con frutos secos y zumo,10 minutos,Snack,Snack,,Zumo de naranja,400 mL,Frutas,Nueces,60 gramo,Frutos Secos,Avellanas,60 gramo,Frutos Secos,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 kJ,406 kcal,16 g,2 g,50 g,30 g,5 g,8 g,,,,,,
TRUE,DivinaCocina,https://www.divinacocina.es/sarten-huevos-gulas-langostinos/,https://images.unsplash.com/photo-1488477181946-6428a0291777?q=80&w=1012,Sartén de huevos,con gulas y langostinos,30 minutos,Comida,Huevos,,Huevos,4 unidades,"Lácteos, Huevos y Derivados",Langostinos,8 unidades,Pescadería,Gulas,150 gramo,Pescadería,Ajo,2 unidad,Vegetales y Legumbres,Aceite de oliva,2 cucharadas,Aceites,Pimienta,1/4 cucharadita,Condimentos y Especias,,,,,,,,,,,,,,,,,,,1400 kJ,335 kcal,18 g,4 g,3 g,1 g,2 g,35 g,Preparamos un majado con el ajo pelado y el perejil.,En una sartén ponemos un poco de aceite y cuando esté caliente cascamos sobre la sartén los huevos. Salpimentamos y dejamos que cuajen a nuestro gusto. Antes de retirar espolvoreamos con un poco de pimentón dulce. Reservamos.,"Añadimos un poco más de aceite si es necesario y ponemos el majado. Al momento, pasados unos 30 segundos, añadimos las gulas y los langostinos o gambones. Van a saltear más o menos un minuto, hasta que las colas de gambón o langostinos estén al punto.","Para montar el plato, servimos las gulas por encima de los huevos en un plato o bandeja de servicio. Si quieres servir en la sartén, acomoda los huevos entre las gulas y langostinos y sirve al momento. Si lo prefieres puedes romper los huevos troceando con cuchillo y tenedor sobre el salteado de gulas y langostinos.",También puedes preparar primero el salteado y retirar. En la misma sartén haces luego los huevos y cuando estén a punto pones las gulas y langostinos por encima con un poco de pimentón y sirves al momento.,
